filepath,label
data\synth\veb\veb_0087.png,veb
data\synth\veb\veb_0064.png,veb
data\synth\veb\veb_0080.png,veb
data\synth\normal\normal_0106.png,normal
data\synth\sveb\sveb_0086.png,sveb
data\synth\veb\veb_0075.png,veb
data\synth\normal\normal_0061.png,normal
data\synth\sveb\sveb_0019.png,sveb
data\synth\normal\normal_0042.png,normal
data\synth\normal\normal_0013.png,normal
data\synth\normal\normal_0192.png,normal
data\synth\veb\veb_0035.png,veb
data\synth\sveb\sveb_0172.png,sveb
data\synth\normal\normal_0010.png,normal
data\synth\sveb\sveb_0187.png,sveb
data\synth\sveb\sveb_0101.png,sveb
data\synth\sveb\sveb_0144.png,sveb
data\synth\veb\veb_0032.png,veb
data\synth\veb\veb_0028.png,veb
data\synth\sveb\sveb_0000.png,sveb
data\synth\sveb\sveb_0075.png,sveb
data\synth\veb\veb_0068.png,veb
data\synth\sveb\sveb_0081.png,sveb
data\synth\normal\normal_0158.png,normal
data\synth\sveb\sveb_0146.png,sveb
data\synth\normal\normal_0101.png,normal
data\synth\normal\normal_0069.png,normal
data\synth\normal\normal_0065.png,normal
data\synth\sveb\sveb_0016.png,sveb
data\synth\normal\normal_0102.png,normal
data\synth\sveb\sveb_0023.png,sveb
data\synth\veb\veb_0112.png,veb
data\synth\normal\normal_0007.png,normal
data\synth\sveb\sveb_0113.png,sveb
data\synth\normal\normal_0116.png,normal
data\synth\normal\normal_0168.png,normal
data\synth\sveb\sveb_0065.png,sveb
data\synth\sveb\sveb_0136.png,sveb
data\synth\normal\normal_0194.png,normal
data\synth\veb\veb_0051.png,veb
data\synth\veb\veb_0125.png,veb
data\synth\veb\veb_0034.png,veb
data\synth\sveb\sveb_0059.png,sveb
data\synth\sveb\sveb_0084.png,sveb
data\synth\sveb\sveb_0100.png,sveb
data\synth\veb\veb_0037.png,veb
data\synth\sveb\sveb_0001.png,sveb
data\synth\normal\normal_0059.png,normal
data\synth\normal\normal_0005.png,normal
data\synth\normal\normal_0034.png,normal
data\synth\sveb\sveb_0192.png,sveb
data\synth\sveb\sveb_0163.png,sveb
data\synth\normal\normal_0156.png,normal
data\synth\veb\veb_0084.png,veb
data\synth\veb\veb_0017.png,veb
data\synth\normal\normal_0024.png,normal
data\synth\veb\veb_0103.png,veb
data\synth\normal\normal_0141.png,normal
data\synth\sveb\sveb_0121.png,sveb
data\synth\veb\veb_0126.png,veb
data\synth\sveb\sveb_0193.png,sveb
data\synth\normal\normal_0148.png,normal
data\synth\sveb\sveb_0072.png,sveb
data\synth\veb\veb_0102.png,veb
data\synth\sveb\sveb_0117.png,sveb
data\synth\sveb\sveb_0128.png,sveb
data\synth\veb\veb_0105.png,veb
data\synth\sveb\sveb_0043.png,sveb
data\synth\sveb\sveb_0190.png,sveb
data\synth\sveb\sveb_0025.png,sveb
data\synth\veb\veb_0104.png,veb
data\synth\normal\normal_0044.png,normal
data\synth\normal\normal_0187.png,normal
data\synth\veb\veb_0074.png,veb
data\synth\normal\normal_0157.png,normal
data\synth\sveb\sveb_0134.png,sveb
data\synth\veb\veb_0055.png,veb
data\synth\normal\normal_0170.png,normal
data\synth\veb\veb_0069.png,veb
data\synth\sveb\sveb_0060.png,sveb
data\synth\veb\veb_0060.png,veb
data\synth\normal\normal_0008.png,normal
data\synth\sveb\sveb_0064.png,sveb
data\synth\normal\normal_0082.png,normal
data\synth\normal\normal_0109.png,normal
data\synth\normal\normal_0037.png,normal
data\synth\sveb\sveb_0002.png,sveb
data\synth\normal\normal_0012.png,normal
data\synth\sveb\sveb_0095.png,sveb
data\synth\sveb\sveb_0160.png,sveb
data\synth\normal\normal_0028.png,normal
data\synth\normal\normal_0019.png,normal
data\synth\sveb\sveb_0027.png,sveb
data\synth\sveb\sveb_0011.png,sveb
data\synth\veb\veb_0088.png,veb
data\synth\normal\normal_0173.png,normal
data\synth\sveb\sveb_0175.png,sveb
data\synth\veb\veb_0038.png,veb
data\synth\normal\normal_0130.png,normal
data\synth\sveb\sveb_0071.png,sveb
data\synth\veb\veb_0016.png,veb
data\synth\veb\veb_0132.png,veb
data\synth\normal\normal_0149.png,normal
data\synth\normal\normal_0110.png,normal
